timestamp,source_ip,destination_ip,protocol,honeypot,identifier,sha256_hash,md5_hash,sha1_hash,file_name,file_type,mime_type,signature,malware_reporter,vtpercent,source_honeypot,source_hashes
2026-04-22T05:05:50Z,10.5.121,147.67.125.15,TCP,conpot-ics-05,bd19fe06-9326-4dfb-b36d-a560b519e8a0,a0c9fbfba7bfe95bbe1177ad7295d634839f70fa703f1ae56003975948484432,6bb266eaece30906e6bd12100ee26b11,351221fdd67402f68ca0f71e2c143011697aa1c8,loader_new.exe,PE32+ executable,application/x-msdownload,Rootkit.Hidden.WannaCry,abuse.ch,0,T-Pot,daae4e73e42aff3d|ef330017d2aa4d22|16d854d58c59f723|c4cb33ae20c7668c
2026-04-22T13:56:17Z,10.100.3,118.220.175.63,HTTP,conpot-ics-05,6c21fc8a-a019-4dda-88be-c60df6ffaafc,21bf83f2e42572b4aae31111dc3c05c51b33f8fea8d580a81ba544090e3fe298,aa9cb9ffdc4ce73c798b25776a9c035f,5bb1f758b8515aa3596b7b0b4d5c3d712c269c96,setup32.pdf,PDF document,application/pdf,RAT.AsyncRAT.Cobalt Strike,JoeSandbox,0,CyberGordon,1e1225b7a3541e99
2026-04-22T23:03:37Z,10.138.186,110.18.152.238,RDP,heralding-10,bd35e33d-0e07-4036-aa5a-22de4d564a99,d419d6a832f18d3516c1e8337a95081bc8d20fb7a8327678d16315248500df82,0f4232808879a697c9fb92b7c731f65c,5a8d34e2d6656a5ae6013e92000b725b76f0e0fc,svchost_final.exe,PE32+ executable,application/x-msdownload,Miner.Generic.Emotet,Cuckoo,0,Packet Storm,6aafbb6ce9b8d131|9a2a666454bed4dc|b3c9e092c0bdde4c
2026-04-23T16:23:33Z,10.254.105,53.140.46.118,TCP,opencanary-09,118606c6-fb5f-418f-9de6-5172dd82b991,4ce13430b51bf95965df15dee2ecfb75e052b2b7719ed1bf73a4f4cf9a7f4d65,5aa9afa996dd52aebf49f06613186006,039ccf6a0b82a15510d1eafe7c0b3e1cbda5a910,setup32.py,Python script,text/x-python,Backdoor.Agent.NanoCore,HybridAnalysis,0,Shodan Honeyscore,bfb218bcc4a7c658
2026-04-25T12:42:19Z,10.247.86,128.152.6.7,DNS,opencanary-09,e660f447-3766-4729-8e86-2d33e891bdf6,ec8dc0b9a76febff352c8c1cea6fe27f5483f9b729182d41aed7d1c787b4894a,a68facf9dd48d19f76dd369f4a8e9f9a,e3b02afb58f8b6b608a561bd742fee0945c0213d,keygen.dll,DLL (PE32),application/x-msdownload,Botnet.IRC.NanoCore,Cuckoo,0,CyberGordon,bf69e6609a1d0919
2026-04-27T04:05:02Z,192.168.175.125,97.183.223.31,SSH,dionaea-smb-02,69ea2748-e438-472a-9943-cf236cc1dbf6,58c1b70bbd0b4b69172579066d6f4b59a47d56f381ebee55dae916a86186af6d,aed4d08ea888042bbdba15f11e24092f,bf0bb818c1c7ea6f190c75d4fa0e117995bc0a23,payload_v2.ps1,PowerShell script,text/plain,Infostealer.RedLine.BlackCat,VirusShare,0,CyberGordon,19ec03238f908608
2026-04-27T20:15:41Z,172.16.33.111,86.218.66.151,HTTPS,opencanary-09,2b5e75c2-9f7d-4262-85e0-edd67df25522,5966cbf77ebf7e095e9b4a7bd237be0d2f4f9944dd144779d68c53adfd337319,7a6a1833bd0a8500589df3f86c39c736,faa38b7a1f3313f4c3a990ebc1bdb189ba06c3df,svchost_final.dll,DLL (PE32),application/x-msdownload,Spyware.Stealer.AgentTesla,ThreatFox,0,CyberGordon,f9041a7d1f4bc3df|6eed5c16892720a6
2026-04-28T21:40:30Z,172.16.173.98,12.174.47.226,FTP,heralding-10,a0919c21-8268-4e01-8694-040bafb0fbf2,a584669dada6e1068ddb06e5d8a4b301203115986e7862f8da1ef5236fda130f,7fe62dc37b234aa01bba49b0726773b6,3e1648e3088fed4c2ec9913dca53ed10f1cf4c53,tool.dll,DLL (PE32),application/x-msdownload,Ransomware.Generic.Emotet,Cuckoo,0,MHN,a2ae91e8675c071a|7bb629eb7dd4ba4a|e350206d83ce4abf|ecabce5b022564ef
2026-04-29T01:27:32Z,172.16.204.202,15.135.59.129,UDP,honeytrap-08,2d5c9cac-9bb4-4dbb-a365-9a0518cb5ce5,9182e1c920aef0b9391637b2d49b34815f989a2063bf92b3a84fcd5e9ea79641,73de2ce18b7199bdb52fa349b60ad52f,5ee6a39d8e63706e7e1cce99e561fdbdc8121c88,setup.macho,Mach-O 64-bit,application/x-mach-binary,Exploit.CVE.WannaCry,Cuckoo,0,T-Pot,36ac1a01572f8a63|684d3e86f3b5222b|5a5b61e920f93ba3
2026-04-29T10:46:38Z,192.168.7.184,86.126.240.165,UDP,glastopf-web-03,46a06191-c5cc-4459-aa26-d8503e0f3b4a,b5d0e4b3ce8974f4811013328b955a7c77e0ab585bad516b064caaf922ccae26,8ce6fa4f0b4b0a7221e4d76657fec6c8,b6afb20a0e9d64f81a530f6975c22b00526d1464,loader64.py,Python script,text/x-python,Miner.Generic.Mirai,MalShare,0,Shodan Honeyscore,9a77e13e4fe20ae9
2026-04-29T11:14:44Z,10.121.85,124.28.78.94,ICMP,dionaea-smb-02,d0cab538-c6c1-404d-96fd-ca903b054cdf,9793ace4c2e8109d80bb4e1d8251147a297d2112e7206553f0a83e1faa06ca68,4948dfa75ebc5f18b295f557a93d6ee9,a85909e6703f7a30fcd5c4dbe9b268fb78fb889d,update_v2.exe,PE32+ executable,application/x-msdownload,Botnet.IRC.Ryuk,VirusShare,0,GreyNoise,795f1371d95acba0
2026-05-01T05:25:55Z,10.41.57,53.53.151.34,HTTP,opencanary-09,f89147c8-bce3-42a3-85cb-70949402f3bc,06289e47b4a9973a4c27d441a772126a42fbd793292a5e234edf0d397bf54785,50e27423a61165d480a588d3b5bc614e,e34331d2ef87e768b4092572b8fb5d1e3407ab56,loader_final.sh,Bash script,text/x-shellscript,Spyware.Stealer.Raccoon,HybridAnalysis,0,Packet Storm,6f9ab3bfb4dfbe8d|c5610b22143a013a
2026-05-02T02:55:12Z,192.168.111.85,222.166.240.213,RDP,kippo-ssh-04,94d197ab-2adf-4dbf-8296-4bf540e853dd,e603a48127e2575d97ec16711d00891f72b46b5f376555c05d0180fde6cce7d2,d6a9bd3ee6824220890367e66b47ea04,a46aca24d6af2d7f527b08eb75d5b9811e8407a4,svchost_x86.exe,PE32+ executable,application/x-msdownload,Spyware.Stealer.RedLine,AnyRun,0,Shodan Honeyscore,340dcb17157ddadf
2026-05-02T11:56:00Z,10.141.206,191.49.183.133,UDP,honeytrap-08,c681fdd0-7ec1-4ded-a51d-4d7d8c6509a6,13c39ba90c5951d0736f2f7dbf048b7ff529318a2148af4d86d3842dbed9edb8,080b21a5ddec81245fbc805ddab6614d,b37094ab385f57f92aad749cb5848e6261e934e0,patch_v2.zip,Zip archive,application/zip,Dropper.Agent.RedLine,Cuckoo,0,MHN,c83bf7acd2441130
2026-05-02T15:19:15Z,192.168.28.96,175.104.36.246,HTTP,opencanary-09,44601d0c-2f52-4f01-85e2-edffede55a7d,0d76b0186393ff36c4e9c1279db8bc00895d458243c57a2d005fa180b422af35,38aac486acf8716ca77743b250507f1f,a6473dc9fd443eb3e19b4416602f73f6b5748ff7,helper64.xlsx,MS Excel spreadsheet,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,PUA.Bundler.Cobalt Strike,ThreatFox,0,AlienVault OTX,5e16ea2fcc49c5c3|bd23a742006efcb3
2026-05-04T04:06:21Z,172.16.27.42,22.159.194.230,HTTPS,conpot-ics-05,ee84757c-b100-4bfa-afdc-9a5ecfc215f5,d35577fb32840ae3c0de2fa13742f65414653a97f40939fa172674e05bb54593,ad22518516a3a68fc9a6ed0911a144d4,ab98970c00d8ad7a5afa0e64d1dbb7862c4f9587,setup_x64.xlsx,MS Excel spreadsheet,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,Backdoor.Agent.AsyncRAT,MalShare,0,GreyNoise,4a60e243099cc3da
2026-05-05T23:02:29Z,192.168.11.226,135.155.107.23,HTTP,heralding-10,98c3d6f0-de34-4ac3-b35b-d371c2cfbad5,a380fbd78330a57c9627caa3b184dc6639bb31fb1503bcacb47f236f561b6468,2e888ba487c7d996cdacb7800d4e9f44,3686c4f0b96e283e13b41c8495df795929e3a24d,installer32.sh,Bash script,text/x-shellscript,RAT.AsyncRAT.AgentTesla,URLhaus,0,AlienVault OTX,97d3b03f3c834c93|1c4d87e4502a62d8|0dfbd2f8372a7efd|e54388b02aab2d7b
2026-05-06T14:21:24Z,172.16.154.172,105.100.178.73,RDP,cowrie-ssh-01,155fdbf9-9cd4-4766-88f1-f0a47c3eb37b,9e2303f6381d9bb07a47c034fb536b193078a799e559a97c0e35b7a68b50a1dc,c3d3461795146243f15f0f7fa0cb2e2a,ffa2a62ccc065b97f30ca1ad2c031446d2a94cd8,update_new.ps1,PowerShell script,text/plain,Exploit.CVE.Raccoon,Cuckoo,0,Shodan Honeyscore,048c398ca3d5b1fb|c51288da4454d21c|f3b3726cfc56c080
2026-05-08T11:59:50Z,192.168.220.74,126.61.187.190,TCP,opencanary-09,9f594758-c86a-4870-8aed-9f44b74f0631,86180b98292f87ce14bad9d3b3ab63f8f4879d23f885ea628b4a3dba2a61f609,0b2012c8762a3abfc1c07afb3a15a989,9dc4e18cc543ec0d85908d5ea641a05a7702a4a7,crack.sh,Bash script,text/x-shellscript,Worm.AutoRun.Mirai,ThreatFox,0,Feodo Tracker,68ec79dc2eb02052|81792ef11aae20bf|794c936dd6192774|46f71e116440efec
2026-05-08T17:56:02Z,172.16.76.34,53.38.244.53,DNS,cowrie-ssh-01,7beccdac-a907-47cd-89b4-68ee4ca22110,bb5bfb44ca17fb99de83ff28efac03de44392b2e95f11ee2affdb1d8801498f7,9da59eb70c6ca72474c73cf818a54262,567d05e875ebd2319501eac66d5d5003a5ae5e7f,update.elf,ELF 64-bit LSB,application/x-executable,Downloader.Agent.ZeuS,URLhaus,0,AlienVault OTX,54010ca82c9d0523
2026-05-08T19:11:23Z,10.9.184,208.162.56.123,HTTPS,elasticpot-06,e4e17909-02f3-45bc-8073-ac75439529df,9bfaeaa7273c63842b8db6e3dc3412ea46e3200c1dfb79fd6c2c8b4c046fd2af,17ba0faf4f671bce69045e474b2be3b2,60d8d5f6f31b8a5fd634a078d4a60b0e41b8cc29,sync_x64.docx,MS Word document,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Exploit.CVE.Emotet,VirusShare,0,CyberGordon,928b95ea47e12db6|69604e9b2fab4602|0ab522977e705e1a
2026-05-11T03:11:28Z,172.16.114.169,145.56.165.1,UDP,honeytrap-08,d1a9b101-4ab0-4d1b-a418-cdc5bbb7afe1,0e26b29230f9636017d15f7a7a67066493de642d3c030a098d8cd570d2d3428c,6c76ae910ea4f21dc346f6edadbfe583,05ba847cf6f4760f1e6bb4f11fc13d841429bd57,loader_new.zip,Zip archive,application/zip,Downloader.Agent.BlackCat,URLhaus,0,Shodan Honeyscore,d9a74d1b0c6d6893|a02462a0eeba314d
2026-05-12T22:45:35Z,10.221.200,88.82.108.48,UDP,heralding-10,c99462a7-d1ff-4289-80c3-20587e1f54ed,d0583a9af77c8a27a5744a9295f8d4c2e6cc55fb7c927b2d030e023a7bbb6a40,061efc0eaaec97ff7a12fa903b4a5b0e,e393ea6ba3dac80e69bd3f83e2421d154b932402,dropper_new.sh,Bash script,text/x-shellscript,Rootkit.Hidden.Dridex,AnyRun,0,Packet Storm,7264c0bdf34b78ae|24e76832579c24ea|9a6dea0e92bb655f|af0a5985e83b5a57
2026-05-13T00:48:46Z,192.168.165.208,110.186.108.68,HTTP,honeytrap-08,5f874c1c-2d2b-4d09-8599-6ef541a040a1,a7df59178f63fb4451d24d3218aabfac41c9f6730ccf940d3b4c7f33e685c9ca,25d42d873be7a600cf0376ee5f78d4ce,59ffa72e0e6a7514bb340e12133fa890cec9d9e6,setup_new.xlsx,MS Excel spreadsheet,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,Keylogger.PWS.TrickBot,MalwareBazaar,0,Packet Storm,b5ec6f85a1171259|9f1644e8b8e4a9e3|9e533c7a679c1e8b|6b4b12fdb2a942c7
2026-05-13T15:16:53Z,10.4.93,98.234.145.169,SSH,conpot-ics-05,822dcee6-fefe-43c6-97f8-411900cf6477,8d1a89b0807fd079eb1e07fec958e9ad28ddafcd2ec91b4153c25debe7339445,e09933d346b36798517159205f23bd4a,542e48665cea8189dc5be062a9a7bfeac258b282,dropper32.dll,DLL (PE32),application/x-msdownload,Downloader.Agent.LockBit,MalShare,0,GreyNoise,6b476f17215dd89f|343a3f4d68093371|6115f103e3bbee8b|e245cbff5ede1b72
2026-05-14T01:05:15Z,10.141.93,124.169.223.37,ICMP,heralding-10,fc05ee4a-2290-4b1e-a739-660468f65530,e6c43a41ab29583f28349c1fd85ebf09a6e30b82c31d0ad85cadfd6a8227b5bf,255449e2ef3d07e008ffb44eb537d145,b44a5254a712fa12fbde5ff8c1dfaca645e45eca,helper_v2.macho,Mach-O 64-bit,application/x-mach-binary,Trojan.GenericKD.NanoCore,VirusShare,0,Packet Storm,4b2ee4ed2d377f47
2026-05-14T03:01:05Z,172.16.62.253,46.96.116.220,HTTPS,rdpy-rdp-07,0544a875-5d57-40e8-932e-1b24f739dbee,64b871804fefc452dd1f336d281e332cad4064107d9adc9edd6fce493f9098c2,49d89b1a5f11151c2d92aff092847c69,38c23779dbf55aeb01cf4d84f04d89907a5432de,agent_new.exe,PE32+ executable,application/x-msdownload,Rootkit.Hidden.RedLine,MalShare,0,Feodo Tracker,c9476834917ad9f1
2026-05-14T03:22:07Z,10.119.177,94.192.11.164,HTTPS,conpot-ics-05,76cd3a9b-1670-45c3-85b0-f9a043a4468b,ea04f662a3629196f1dd29d02dc19867fd899577535a834dad5bd024ab43e446,22a28a510f0667e1ff1466dcd306aa2b,95bcab84c0ff603e3f4bd2e3f93fab0a1abca134,sync_new.js,JavaScript,application/javascript,Trojan.GenericKD.BlackCat,ThreatFox,0,AlienVault OTX,6fa4d78a8ed98854|db94b78cbc06bebd
2026-05-14T17:07:02Z,192.168.147.242,120.86.48.128,UDP,honeytrap-08,289f04bc-4cd3-44a5-b715-cb6c615007df,e95a01d1a62d979a567b9bcf8668e3c4b8f5806d14e48e89904caa830e896108,bdeeefeeef4bc5a77a23952e1b714a8a,1141cfb2d6abd94ffeba897ef5a92c36e5ca557c,payload32.pdf,PDF document,application/pdf,Rootkit.Hidden.ZeuS,HybridAnalysis,0,AlienVault OTX,4f2f131fe67b214d|4df799e8bdfd049f|b0a52d2a0e853867|51bf260a8eb64056
2026-05-14T17:08:15Z,172.16.185.146,175.247.93.8,HTTPS,conpot-ics-05,96efecfc-6e21-45d7-b49b-847aed254da0,8d9878bcde064fc185539a099d24485a40d6fe47cec48e971d3dda66a013e8e4,230587da1ab8475ae1152b275d4b43bf,6037000c5ee59fad07f3d28b6b7aad069147d69d,payload_v2.docx,MS Word document,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Miner.Generic.Dridex,ThreatFox,0,AbuseIPDB,5359e5dc69c27e5f
2026-05-15T14:47:13Z,192.168.68.159,90.229.145.151,SMB,elasticpot-06,de8bb394-954b-4f02-b5b4-90a7763d7607,ac444860c93968fe030d7f770a261853a809b5b0161b8905d12b441857b0f953,a0be1623bcbdfb91269d4d9204479a68,49e1394331da307ac68722c1a632d5b48d69a3d2,keygen_final.xlsx,MS Excel spreadsheet,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,Backdoor.Agent.Ryuk,abuse.ch,0,MHN,d91d3119e813366d|9a5d4493b0b97f38
2026-05-15T23:26:10Z,172.16.162.42,104.151.37.71,DNS,dionaea-smb-02,318ad29a-10ea-4b08-b00e-b72499214980,9a620dd20cbb3dd4670e611792e725a303cc1baa9941539e9a939cc5712563fb,02d85371bffc789adf5e3c7623552f89,59ec6551ecfa324dc02ac96f18503ca26e5a452a,bot_x64.exe,PE32 executable,application/x-msdownload,Spyware.Stealer.RedLine,JoeSandbox,0,MHN,6615a42537aec40f|acea901105f2a19b|750cf7c612fbd29c|dce615494321f434
2026-05-16T05:34:34Z,10.234.49,111.27.173.84,SMB,heralding-10,a18fd0ca-dac5-467f-91e9-87e2cd81ce20,08fadb8a1d8cc8129d320e83af8ff2524c037772167ade1c3fb9189da6670bbc,5d45c01ea1b65a836c0a9929fb67b63b,cdc8e846372a09e18f6e2f7754ab48d010b68669,tool_x86.pdf,PDF document,application/pdf,Downloader.Agent.NotPetya,HybridAnalysis,0,Packet Storm,694e318113e41240
2026-05-16T09:42:27Z,172.16.63.131,134.200.235.39,RDP,glastopf-web-03,4483828d-e5a5-4f1b-b0d8-91148588316d,30226edbf7652a5d9d99e691bfa0dc93f37afa49b7b116082573092d591193fd,a125549cccd7a15f779a0695414db95c,d2e60dff0a79180d833cc9384c12baad812dc4eb,helper64.elf,ELF 64-bit LSB,application/x-executable,Worm.AutoRun.TrickBot,abuse.ch,0,AlienVault OTX,004a947c4c9e5c5d|66b9ea6418465b20|80e2760251531ef1|005ac9b8f3d81894
