timestamp,source_ip,protocol,file_type,mime_type,signature,vtpercent
2019-12-26 08:29:08.609000+00:00,202.138.242.19,mssqld,html,text/html,unknown,0.0
2019-12-20 18:44:17.619000+00:00,182.160.40.39,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-02 06:11:57.403000+00:00,202.59.141.74,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-26 19:42:42.270000+00:00,202.8.102.104,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-25 04:54:15.668000+00:00,120.84.12.35,mssqld,exe,application/x-dosexec,unknown,0.0
2019-12-25 04:59:46.442000+00:00,202.52.240.11,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-03 11:16:14.184000+00:00,95.220.10.205,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-26 20:00:48.034000+00:00,189.14.50.241,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-03 07:11:23.087000+00:00,125.227.26.167,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-20 10:26:32.968000+00:00,14.102.51.171,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-21 12:35:20.359000+00:00,175.115.247.157,mssqld,exe,application/x-dosexec,unknown,0.0
2019-12-20 13:59:30.263000+00:00,202.69.45.22,mssqld,msi,application/x-msi,unknown,0.0
2019-12-26 08:04:21.492000+00:00,202.138.242.19,mssqld,exe,application/x-dosexec,NanoCore,0.0
2020-01-03 12:15:36.574000+00:00,46.99.201.48,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-25 07:45:40.162000+00:00,113.161.164.168,mssqld,sh,text/x-shellscript,Mirai,0.0
2020-01-03 09:29:48.784000+00:00,202.52.50.252,mssqld,exe,application/x-dosexec,Phorpiex,0.0
2019-12-21 00:23:36.689000+00:00,5.188.86.212,ssh,exe,application/x-dosexec,Phorpiex,0.0
2019-12-25 17:50:18.628000+00:00,202.179.31.96,mssqld,exe,application/x-dosexec,Phorpiex,0.0
2019-12-25 15:22:56.607000+00:00,91.207.211.85,mssqld,macho,application/x-mach-binary,unknown,0.0
2019-12-20 09:24:54.084000+00:00,110.9.137.249,mssqld,exe,application/x-dosexec,unknown,0.0
2020-01-03 14:56:26.768000+00:00,202.60.94.196,mssqld,elf,application/x-executable,unknown,0.0
2019-12-26 18:19:41.106000+00:00,202.51.107.30,mssqld,exe,application/x-dosexec,AgentTesla,0.0
2019-12-25 22:38:26.078000+00:00,202.179.31.96,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-25 17:59:26.915000+00:00,113.186.239.60,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-26 19:37:31.627000+00:00,41.155.200.68,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-20 13:44:22.724000+00:00,113.162.100.59,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-03 20:06:04.964000+00:00,202.168.49.82,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-20 10:48:32.322000+00:00,202.69.45.22,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-21 11:02:24.239000+00:00,202.91.74.226,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-25 14:25:16.940000+00:00,202.8.102.28,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-03 17:34:48.591000+00:00,202.164.221.150,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-25 03:28:22.511000+00:00,118.99.73.205,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-21 09:04:13.108000+00:00,14.164.115.66,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-03 13:46:39.354000+00:00,176.104.129.226,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-20 14:38:11.623000+00:00,42.113.63.193,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-20 10:28:32.239000+00:00,202.52.50.252,mssqld,apk,application/zip,unknown,0.0
2020-01-02 18:42:42.099000+00:00,218.21.250.162,mssqld,exe,application/x-dosexec,RustyStealer,0.0
2019-12-26 08:41:16.744000+00:00,138.94.84.162,mssqld,elf,application/x-executable,unknown,0.0
2019-12-20 16:58:09.062000+00:00,94.71.192.149,mssqld,exe,application/x-dosexec,unknown,0.0
2020-01-03 16:17:47.434000+00:00,123.25.6.134,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-02 20:57:24.763000+00:00,122.117.127.195,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-25 04:46:19.644000+00:00,42.113.26.202,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-20 07:03:12.689000+00:00,202.145.10.204,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-03 19:25:55.383000+00:00,37.235.147.61,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-25 06:26:19.046000+00:00,202.52.240.11,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-26 09:31:31.742000+00:00,202.52.50.252,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-03 04:57:06.346000+00:00,36.71.238.105,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-25 08:12:40.072000+00:00,118.99.73.205,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-21 02:09:30.846000+00:00,202.52.238.134,pcap,elf,application/x-executable,Mirai,0.0
2019-12-23 14:18:30.252000+00:00,5.188.86.207,ssh,elf,application/x-executable,Mirai,0.0
2020-01-02 19:54:25.290000+00:00,37.235.147.61,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-02 22:38:59.398000+00:00,122.117.127.195,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-02 04:10:00.869000+00:00,196.234.15.20,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-03 23:20:42.898000+00:00,113.160.202.198,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-21 02:02:38.708000+00:00,202.69.45.22,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-20 02:55:05.918000+00:00,27.70.222.113,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-21 08:30:27.260000+00:00,175.115.247.157,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-25 22:00:49.307000+00:00,95.129.237.98,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-21 06:48:05.977000+00:00,62.43.202.7,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-25 16:00:44.130000+00:00,91.207.211.85,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-20 17:50:33.844000+00:00,128.75.141.139,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-25 01:07:01.155000+00:00,121.31.15.23,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-26 08:38:09.007000+00:00,202.138.242.19,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-26 17:25:10.463000+00:00,41.155.200.68,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-26 03:44:13.976000+00:00,1.54.87.0,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-20 20:49:37.684000+00:00,200.76.215.79,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-03 11:19:25.986000+00:00,125.227.26.167,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-22 03:30:56.835000+00:00,202.131.251.146,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-26 07:11:32.968000+00:00,202.138.242.19,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-20 19:51:51.452000+00:00,186.88.79.20,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-03 14:17:32.132000+00:00,128.68.186.253,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-25 02:17:06.475000+00:00,121.31.15.23,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-02 08:29:06.058000+00:00,221.120.200.130,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-03 16:44:08.232000+00:00,123.25.6.134,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-26 09:31:05.026000+00:00,95.129.237.98,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-21 02:12:33.813000+00:00,202.69.45.22,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-25 15:04:40.956000+00:00,202.179.31.96,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-26 06:17:36.367000+00:00,202.52.50.252,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-21 09:46:33.190000+00:00,183.82.96.239,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-02 10:54:46.775000+00:00,202.52.50.252,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-22 08:42:13.863000+00:00,202.52.240.11,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-02 15:54:45.394000+00:00,125.227.26.167,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-31 22:10:51.041000+00:00,5.188.62.13,ssh,elf,application/x-executable,Mirai,0.0
2020-01-03 05:52:54.503000+00:00,36.71.238.105,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-21 18:24:07.733000+00:00,202.179.31.242,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-03 21:27:56.772000+00:00,128.68.186.253,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-26 10:28:49.660000+00:00,202.52.50.252,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-25 15:36:56.942000+00:00,113.186.239.60,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-26 09:48:19.530000+00:00,202.52.240.11,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-21 11:12:17.106000+00:00,45.71.203.146,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-21 08:39:29.581000+00:00,183.82.96.239,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-21 22:13:13.719000+00:00,62.43.202.7,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-03 06:26:50.039000+00:00,202.52.50.252,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-02 05:09:40.604000+00:00,202.52.50.252,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-25 01:24:43.691000+00:00,176.37.106.112,mssqld,sh,text/x-shellscript,unknown,0.0
2020-01-02 04:39:47.393000+00:00,202.59.141.74,mssqld,elf,application/x-executable,Gafgyt,0.0
2020-01-03 16:49:52.073000+00:00,202.164.221.150,mssqld,exe,application/x-dosexec,unknown,0.0
2020-01-02 08:29:48.322000+00:00,202.52.240.11,mssqld,html,text/html,unknown,0.0
2020-01-02 02:04:22.952000+00:00,202.91.87.104,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-02 05:38:54.801000+00:00,218.21.250.162,mssqld,elf,application/x-executable,unknown,0.0
2019-12-21 05:32:10.661000+00:00,103.131.16.26,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-26 17:28:25.896000+00:00,202.51.107.30,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-03 13:24:06.725000+00:00,202.181.227.169,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-26 07:42:29.243000+00:00,202.52.50.252,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-26 08:07:35.049000+00:00,120.84.12.35,mssqld,elf,application/x-executable,unknown,0.0
2019-12-21 21:02:22.515000+00:00,5.188.86.216,ssh,elf,application/x-executable,unknown,0.0
2019-12-21 08:41:52.620000+00:00,202.91.74.226,mssqld,exe,application/x-dosexec,unknown,0.0
2019-12-25 09:49:30.541000+00:00,42.113.26.202,mssqld,lnk,application/x-ms-shortcut,unknown,0.0
2019-12-21 07:49:12.296000+00:00,202.100.211.228,mssqld,zip,application/zip,unknown,0.0
2019-12-21 15:31:21.672000+00:00,89.148.8.194,mssqld,vbs,text/plain,PhantomStealer,0.0
2019-12-26 17:50:16.289000+00:00,202.8.102.104,mssqld,iso,application/x-iso9660-image,PhantomStealer,0.0
2020-01-02 08:05:26.909000+00:00,202.52.50.252,mssqld,jar,application/zip,WeedHack,0.0
2019-12-25 21:45:07.801000+00:00,113.186.239.60,mssqld,jar,application/zip,WeedHack,0.0
2020-01-02 20:52:28.565000+00:00,37.144.132.58,mssqld,jar,application/zip,WeedHack,0.0
2019-12-26 08:43:22.601000+00:00,202.52.240.11,mssqld,jar,application/zip,WeedHack,0.0
2019-12-22 01:54:44.255000+00:00,202.100.211.228,mssqld,jar,application/zip,WeedHack,0.0
2019-12-25 11:46:43.549000+00:00,121.31.15.23,mssqld,ps1,text/plain,unknown,0.0
2020-01-01 23:37:47.015000+00:00,202.91.87.104,mssqld,exe,application/x-dosexec,unknown,0.0
2019-12-20 12:13:09.369000+00:00,202.69.45.22,mssqld,ps1,text/plain,unknown,0.0
2019-12-26 03:06:31.753000+00:00,202.52.50.252,mssqld,exe,application/x-dosexec,unknown,0.0
2020-01-03 03:01:23.589000+00:00,5.188.86.206,ssh,ps1,text/plain,unknown,0.0
2020-01-03 07:04:23.825000+00:00,36.71.238.105,mssqld,ps1,text/plain,unknown,0.0
2019-12-26 10:46:04.284000+00:00,202.52.240.11,mssqld,ps1,text/plain,unknown,0.0
2019-12-26 00:54:55.202000+00:00,121.31.15.23,mssqld,elf,application/x-executable,unknown,0.0
2019-12-26 01:27:05.700000+00:00,212.115.232.250,mssqld,sh,text/plain,Mirai,0.0
2020-01-03 15:52:52.992000+00:00,202.60.94.196,mssqld,jar,application/zip,WeedHack,0.0
2019-12-26 06:10:05.655000+00:00,95.129.237.98,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-22 03:05:34.079000+00:00,202.131.251.146,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-20 11:09:10.620000+00:00,219.228.146.232,mssqld,elf,application/x-executable,unknown,0.0
2019-12-26 02:06:51.999000+00:00,120.84.12.35,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-03 09:20:59.712000+00:00,125.227.26.167,mssqld,jar,application/zip,WeedHack,0.0
2019-12-20 07:26:54.391000+00:00,42.113.63.193,mssqld,elf,application/x-executable,unknown,0.0
2019-12-21 00:07:32.746000+00:00,200.93.22.223,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-03 09:58:44.240000+00:00,95.220.10.205,mssqld,hta,text/html,unknown,0.0
2019-12-21 20:30:22.280000+00:00,202.179.31.242,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-21 08:16:32.598000+00:00,202.179.31.242,mssqld,hta,text/html,unknown,0.0
2019-12-25 22:20:30.803000+00:00,212.237.124.81,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-03 12:26:21.903000+00:00,202.181.227.169,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-03 16:07:43.566000+00:00,202.164.221.150,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-03 15:49:58.078000+00:00,46.99.201.48,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-20 19:25:20.264000+00:00,202.69.45.22,mssqld,sh,text/x-shellscript,unknown,0.0
2020-01-03 08:04:51.759000+00:00,125.227.26.167,mssqld,elf,application/x-executable,Mirai,0.0
2019-12-21 16:22:28.545000+00:00,202.179.31.242,mssqld,elf,application/x-executable,Gafgyt,0.0
2020-01-02 19:01:33.034000+00:00,77.76.163.50,mssqld,elf,application/x-executable,Mirai,0.0
2020-01-02 14:02:03.138000+00:00,176.67.20.216,mssqld,exe,application/x-dosexec,ConnectWise,0.0
2020-01-03 16:09:37.566000+00:00,37.235.147.61,mssqld,msi,application/x-msi,unknown,0.0
2020-01-02 09:50:56.871000+00:00,1.54.58.152,mssqld,jar,application/zip,WeedHack,0.0
2020-01-03 10:28:15.836000+00:00,202.52.240.11,mssqld,jar,application/zip,WeedHack,0.0
2019-12-26 09:40:11.288000+00:00,212.237.124.81,mssqld,jar,application/zip,WeedHack,0.0
2019-12-25 18:49:06.831000+00:00,170.244.28.252,mssqld,jar,application/zip,unknown,0.0
2020-01-02 10:30:45.498000+00:00,202.168.226.109,mssqld,jar,application/zip,WeedHack,0.0
2019-12-21 07:46:10.359000+00:00,202.109.171.156,mssqld,jar,application/zip,WeedHack,0.0
2019-12-21 07:42:03.289000+00:00,202.3.72.118,mssqld,jar,application/zip,WeedHack,0.0
2020-01-03 22:05:13.536000+00:00,202.164.221.150,mssqld,jar,application/zip,WeedHack,0.0
2019-12-26 18:59:33.074000+00:00,154.127.112.94,mssqld,jar,application/zip,WeedHack,0.0
2019-12-20 06:37:07.110000+00:00,202.145.10.204,mssqld,exe,application/x-dosexec,unknown,0.0
2020-01-02 03:23:49.050000+00:00,103.247.121.129,mssqld,msi,application/x-msi,unknown,0.0
2019-12-25 07:54:45.987000+00:00,42.113.26.202,mssqld,exe,application/x-dosexec,unknown,0.0
2020-01-03 00:35:21.167000+00:00,77.76.163.50,mssqld,zip,application/zip,unknown,0.0
2019-12-20 17:55:28.743000+00:00,202.43.162.83,mssqld,exe,application/x-dosexec,unknown,0.0
2019-12-20 22:53:51.231000+00:00,202.69.45.22,mssqld,exe,application/x-dosexec,Vi,0.0
2019-12-26 05:05:41.665000+00:00,202.138.242.19,mssqld,exe,application/x-dosexec,WallStealer,0.0
2019-12-26 08:18:24.363000+00:00,138.122.152.219,ssh,exe,application/x-dosexec,unknown,0.0
2019-12-21 00:26:26.370000+00:00,14.236.41.114,mssqld,exe,application/x-dosexec,unknown,0.0
2019-12-25 06:12:07.044000+00:00,42.113.26.202,mssqld,exe,application/x-dosexec,unknown,0.0
2020-01-03 12:40:25.035000+00:00,5.188.87.57,ssh,exe,application/x-dosexec,unknown,0.0
2020-01-03 16:38:30.287000+00:00,123.25.6.134,mssqld,jar,application/zip,WeedHack,0.0
2019-12-20 11:43:38.957000+00:00,36.238.39.159,mssqld,jar,application/zip,WeedHack,0.0
2020-01-03 07:03:15.777000+00:00,36.71.238.105,mssqld,jar,application/zip,WeedHack,0.0
2020-01-03 07:06:52.898000+00:00,36.71.238.105,mssqld,jar,application/zip,WeedHack,0.0
2019-12-26 03:10:04.073000+00:00,1.55.131.247,mssqld,jar,application/zip,WeedHack,0.0
2020-01-02 09:00:37.820000+00:00,221.120.200.130,mssqld,jar,application/zip,WeedHack,0.0
2019-12-25 10:26:45.200000+00:00,202.8.102.34,mssqld,jar,application/zip,WeedHack,0.0
2020-01-03 15:43:07.506000+00:00,202.164.221.150,mssqld,exe,application/x-dosexec,Vidar,0.0
2019-12-22 05:40:41.207000+00:00,202.181.227.169,mssqld,jar,application/zip,WeedHack,0.0
2020-01-01 21:57:51.799000+00:00,211.116.226.105,mssqld,jar,application/zip,WeedHack,0.0
2019-12-20 13:40:44.075000+00:00,202.43.162.83,mssqld,jar,application/zip,WeedHack,0.0
2019-12-20 16:20:06.672000+00:00,128.75.141.139,mssqld,msi,application/x-msi,unknown,0.0
2020-01-03 15:26:20.249000+00:00,123.25.6.134,mssqld,exe,application/x-dosexec,unknown,0.0
2019-12-21 17:05:47.906000+00:00,109.226.117.230,mssqld,exe,application/x-dosexec,unknown,0.0
2019-12-25 07:04:22.191000+00:00,42.113.26.202,mssqld,exe,application/x-dosexec,unknown,0.0
2019-12-20 19:30:53.216000+00:00,202.69.45.22,mssqld,exe,application/x-dosexec,OffLoader,0.0
2019-12-21 17:48:50.495000+00:00,5.188.248.238,mssqld,exe,application/x-dosexec,unknown,0.0
2019-12-25 16:19:16.283000+00:00,121.31.15.23,mssqld,msi,application/x-msi,unknown,0.0
2019-12-20 20:03:49.357000+00:00,182.160.40.39,mssqld,exe,application/x-dosexec,Vi,0.0
2019-12-20 17:34:37.758000+00:00,202.69.45.22,mssqld,exe,application/x-dosexec,unknown,0.0
2019-12-26 08:00:37.078000+00:00,42.119.138.2,mssqld,elf,application/x-executable,Panchan,0.0
2019-12-20 07:32:05.768000+00:00,42.113.63.193,mssqld,jar,application/zip,unknown,0.0
2020-01-02 09:28:05.591000+00:00,202.52.50.252,mssqld,elf,application/x-executable,Panchan,0.0
2020-01-03 07:17:40.670000+00:00,36.71.238.105,mssqld,exe,application/x-dosexec,Vidar,0.0
2020-01-03 09:31:22.235000+00:00,202.181.227.169,mssqld,exe,application/x-dosexec,unknown,0.0
2020-01-03 19:54:04.799000+00:00,95.220.10.205,mssqld,exe,application/x-dosexec,SalatStealer,0.0
2019-12-20 07:44:05.900000+00:00,202.145.10.204,mssqld,exe,application/x-dosexec,unknown,0.0
2019-12-20 17:50:28.053000+00:00,202.43.162.83,mssqld,jar,application/zip,WeedHack,0.0
2019-12-21 10:24:23.306000+00:00,202.3.72.118,mssqld,jar,application/zip,WeedHack,0.0
2019-12-26 02:40:18.431000+00:00,202.52.50.252,mssqld,jar,application/zip,WeedHack,0.0
2020-01-02 04:26:16.340000+00:00,103.247.121.129,mssqld,jar,application/zip,WeedHack,0.0
2020-01-02 09:50:48.180000+00:00,1.55.142.61,mssqld,jar,application/zip,WeedHack,0.0
2020-01-03 12:04:34.485000+00:00,46.99.201.48,mssqld,bat,text/x-msdos-batch,unknown,0.0
2019-12-25 19:28:26.527000+00:00,202.179.31.96,mssqld,exe,application/x-dosexec,unknown,0.0
2020-01-02 17:47:01.966000+00:00,202.91.87.104,mssqld,ps1,text/plain,NetSupport,0.0
2020-01-03 18:02:43.625000+00:00,202.181.227.169,mssqld,exe,application/x-dosexec,unknown,0.0
2020-01-02 13:42:10.133000+00:00,202.168.226.109,mssqld,exe,application/x-dosexec,Vidar,0.0
2020-01-03 23:34:54.792000+00:00,182.214.70.230,mssqld,exe,application/x-dosexec,Vidar,0.0
2019-12-21 08:31:32.999000+00:00,202.3.72.118,mssqld,exe,application/x-dosexec,unknown,0.0
2019-12-20 15:23:54.763000+00:00,42.113.63.193,mssqld,zip,application/zip,unknown,0.0
2019-12-26 09:06:19.352000+00:00,154.127.112.94,mssqld,html,text/html,unknown,0.0
2020-01-03 01:56:13.053000+00:00,125.227.26.167,mssqld,exe,application/x-dosexec,ScarfaceStealer,0.0
2019-12-20 22:10:47.486000+00:00,41.41.67.69,mssqld,exe,application/x-dosexec,ScarfaceStealer,0.0
2019-12-25 22:10:31.581000+00:00,113.186.239.60,mssqld,jar,application/zip,WeedHack,0.0
2020-01-03 09:45:59.319000+00:00,202.100.211.228,mssqld,jar,application/zip,WeedHack,0.0
2019-12-21 21:28:46.722000+00:00,62.43.202.7,mssqld,jar,application/zip,WeedHack,0.0
2019-12-26 18:25:41.147000+00:00,202.179.31.242,mssqld,jar,application/zip,WeedHack,0.0
2019-12-26 06:11:02.339000+00:00,94.245.132.153,mssqld,jar,application/zip,WeedHack,0.0
2020-01-02 21:58:31.590000+00:00,218.21.250.162,mssqld,jar,application/zip,unknown,0.0
2019-12-25 05:59:11.118000+00:00,138.94.84.162,mssqld,jar,application/zip,WeedHack,0.0
2020-01-03 14:45:14.229000+00:00,123.25.6.134,mssqld,zip,application/zip,WeedHack,0.0
2019-12-21 18:52:24.525000+00:00,62.43.202.7,mssqld,jar,application/zip,WeedHack,0.0
2019-12-21 08:20:38.721000+00:00,41.41.67.69,mssqld,jar,application/zip,WeedHack,0.0
2019-12-26 17:35:18.420000+00:00,83.234.102.199,mssqld,jar,application/zip,WeedHack,0.0
2019-12-20 11:15:57.854000+00:00,202.43.162.83,mssqld,jar,application/zip,WeedHack,0.0
2020-01-02 20:29:05.214000+00:00,122.117.127.195,mssqld,jar,application/zip,WeedHack,0.0
